HUGO symbols,msi.h.1,msi.h.2,msi.h.3,msi.h.4,msi.h.5,msi.h.6,msi.h.7,msi.h.8,msi.h.9,msi.h.10,msi.h.11,msi.h.12,msi.h.13,msi.h.14,msi.h.15,msi.h.16,msi.h.17,msi.h.18,msi.h.19,msi.h.20,msi.h.21,msi.h.22,msi.h.23,msi.h.24,msi.h.25,msi.h.26,msi.h.27,msi.h.28,msi.h.29,msi.h.30,msi.h.31,msi.h.32,msi.h.33,msi.h.34,msi.h.35,msi.h.36,msi.h.37,msi.h.38,msi.h.39,msi.h.40,msi.h.41,msi.h.42,msi.h.43,msi.h.44,msi.h.45,msi.h.46,msi.h.47,msi.h.48,msi.h.49,msi.h.50,msi.h.51,msi.h.52,msi.h.53,msi.h.54,msi.h.55,msi.h.56,msi.h.57,msi.h.58,msi.h.59,msi.h.60,msi.h.61,msi.h.62,msi.h.63,msi.h.64,msi.h.65,msi.h.66,msi.h.67,msi.h.68,msi.h.69,msi.h.70,msi.h.71,msi.h.72,msi.h.73,msi.h.74,msi.h.75,msi.h.76,msi.h.77,msi.h.78,msi.h.79,msi.h.80,msi.h.81,msi.h.82,msi.l.1,msi.l.2,msi.l.3,msi.l.4,msi.l.5,msi.l.6,msi.l.7,msi.l.8,msi.l.9,msi.l.10,msi.l.11,msi.l.12,msi.l.13,msi.l.14,msi.l.15,msi.l.16,msi.l.17,msi.l.18,msi.l.19,msi.l.20,msi.l.21,msi.l.22,msi.l.23,msi.l.24,msi.l.25,msi.l.26,msi.l.27,msi.l.28,msi.l.29,msi.l.30,msi.l.31,msi.l.32,msi.l.33,msi.l.34,msi.l.35,msi.l.36,msi.l.37,msi.l.38,msi.l.39,msi.l.40,msi.l.41,msi.l.42,msi.l.43,msi.l.44,msi.l.45,msi.l.46,msi.l.47,msi.l.48,msi.l.49,msi.l.50,msi.l.51,msi.l.52,msi.l.53,msi.l.54,msi.l.55,msi.l.56,msi.l.57,msi.l.58,msi.l.59,msi.l.60,msi.l.61,msi.l.62,msi.l.63,msi.l.64,msi.l.65,msi.l.66,msi.l.67,msi.l.68,msi.l.69,msi.l.70,msi.l.71,msi.l.72,msi.l.73,msi.l.74,msi.l.75,msi.l.76,msi.l.77,msi.l.78,msi.l.79,msi.l.80,msi.l.81,msi.l.82
CD3G,40.0304,78.9809,42.503,108.2399,70.3218,14.742,19.7019,12.1105,51.9031,36.3462,28.8301,33.4158,32.5815,15.873,107.6923,24.447,7.1429,16.0772,118.8119,67.9478,29.7684,21.9298,93.2048,23.3074,31.6742,56.7067,12.987,34.3174,17.0244,137.3183,55.199,47.5779,35.0691,35.0877,7.9107,152.5612,83.3713,13.8675,55.4647,49.8938,62.6072,45.6432,13.3129,33.532,78.6688,2.4366,19.4968,32.3603,20.8504,9.4563,62.1835,11.3391,29.5359,41.963,28.6075,81.7063,56.1131,30.122,9.34,15.0602,5.6537,56.4079,14.8465,15.8014,46.5787,19.233,34.9739,218.9097,31.7545,0.403,64.5702,59.0926,23.0632,19.5422,0.8734,8.4938,3.0244,37.8562,10.015,100.7463,26.7322,52.794,6.4725,35.2411,41.866,1.5283,129.39,30.5537,44.7089,42.9952,34.7395,29.5405,44.8923,4.415,10.6755,57.242,4.0733,52.7848,24.4275,34.0907,21.0526,11.6279,31.1329,18.3243,41.7124,49.3047,57.041,17.0279,13.544,5.3986,12.4935,100.9174,25,18.8442,4.9505,8.1522,0,14.0075,2.6525,6.0901,10.1695,5.4291,15.3133,21.6525,16.8606,129.0516,2.9686,14.561,169.113,6.9444,12.9547,28.0185,2.8571,8.3341,18.0807,15.7895,3.367,11.9166,71.5203,40.8679,7.2961,8.6207,58.4445,6.5905,0.8979,18.3234,0,11.9716,10.5993,0.6363,3.5573,9.1638,66.8081,52.4845,0.5568,13.7658,3.823,53.3597,13.3226,47.7474,37.6319,27.5587,11.0475,5.0475
CD5,158.1528,281.5287,74.3802,246.2214,115.6138,38.493,68.0186,33.3039,149.2832,143.472,72.8082,42.0792,96.4912,52.5031,191.2088,93.1315,21.4286,80.3859,151.6266,147.8636,122.2073,120.614,208.6516,46.6149,139.1403,69.7928,50.0928,64.5975,10.6402,116.3166,116.8164,201.5571,48.8842,73.0994,975.2817,249.4432,200,69.3374,198.5054,108.2803,138.9365,117.7386,54.7875,116.6535,344.9325,50.6823,66.9214,122.0072,74.816,19.3853,154.0455,27.5378,129.9578,144.3812,145.9823,119.6971,114.5073,218.9357,23.0386,230.4217,57.2438,263.9892,72.4328,67.1558,163.0254,53.0081,179.9464,668.2283,159.3499,219.6252,203.8134,451.3915,142.5723,91.0106,683.8428,109.8528,52.624,86.3462,56.0841,258.7065,79.8034,138.1556,63.1068,528.6172,284.689,1156.9027,358.9649,210.758,429.288,104.8309,132.7543,324.9453,117.7279,46.3576,34.6952,102.3417,99.7963,136.0676,167.1756,401.7833,53.2508,69.7674,127.0221,348.9255,138.3095,108.7231,176.4706,37.1517,41.7607,65.8626,52.2454,168.578,0,192.2111,34.6535,2091.4855,106.0606,88.7143,66.313,152.2533,35.5932,168.3008,72.5368,210.8058,340.3726,665.6663,449.5335,145.2544,1187.304,17.1569,141.0065,122.5217,145.7143,69.3247,165.044,114.4737,40.885,51.6385,612.4197,170.6341,45.9227,35.7143,202.0249,329.9649,98.7654,78.6131,78.9074,47.8863,64.4109,31.4986,18.1818,75.9287,399.2577,153.0798,3.8976,90.1661,8.1922,79.7101,456.197,234.1163,206.0578,277.983,87.9705,25.9107
CD6,244.776,416.5605,141.6765,400.2925,202.6222,81.0811,154.8009,71.6538,304.9926,218.0775,99.1951,95.297,220.5514,108.6691,441.7582,149.0105,33.5165,443.7299,389.2504,190.331,253.8151,151.3158,397.1795,106.5483,230.7692,113.4133,71.4286,123.139,4.2561,308.5622,92.4262,188.5813,112.6461,187.1345,100.5795,865.2561,533.0296,140.2157,652.4404,420.3822,403.0875,166.4938,72.1966,212.0543,643.4706,79.4347,91.6875,249.2621,119.3786,65.2482,256.7424,61.5551,201.2658,276.3158,98.4434,180.5864,601.2774,138.1205,132.6276,72.2892,146.9965,197.6534,55.7868,172.6862,299.2929,100.8561,266.253,1109.029,295.6056,31.4326,318.0191,410.2173,152.3567,149.0787,104.8035,220.2718,100.409,262.0162,138.2073,509.1211,172.1867,236.5444,84.1424,234.1681,122.0096,35.1503,592.6063,144.6623,215.265,133.8164,198.5112,110.5033,181.4017,43.0464,40.033,137.9011,189.4094,157.1815,91.6031,162.3367,76.7802,80.5648,206.7222,97.7297,152.5796,155.4994,228.164,57.2755,62.0767,26.9929,113.577,248.8532,125,160.804,75.495,105.0725,63.6364,61.8666,43.7666,52.3752,35.5932,80.3501,110.4171,182.2082,242.3706,781.5126,81.4249,107.2538,1173.7549,187.5,101.6442,147.216,61.6327,92.8118,87.1581,138.4868,70.2261,95.3327,204.7109,137.3499,72.103,33.2512,351.1275,79.0861,79.4613,147.1779,38.2864,176.3382,152.0587,92.5867,27.2727,49.0918,287.3807,246.3856,66.8151,88.4453,35.4997,169.3017,199.0311,244.898,300.1377,217.2741,46.6448,36.3422
CD79A,212.6204,103.1847,18.8902,281.3262,120.3814,113.8411,114.928,18.6704,56.352,114.2994,25.8982,40.8416,154.1353,223.4432,204.3956,365.5413,3.2967,173.6334,196.8883,335.4921,427.7254,305.9211,187.4687,4.4395,312.2172,185.3871,25.0464,49.4575,4.2561,342.4879,19.2555,147.9239,83.9532,233.9181,7.9107,368.5969,787.6993,24.6533,106.5507,152.8662,77.187,279.5643,10.7527,40.6162,418.8946,71.6374,322.4872,217.339,38.4301,8.9835,33.4472,25.378,327.4262,49.431,18.5107,140.5139,2.7372,111.3046,36.7372,7.5301,3.5336,226.083,16.646,44.0181,200.1893,10.3202,89.1271,1433.1346,666.8447,17.3282,152.4208,495.997,71.2862,182.0212,3.4934,40.7701,220.1741,43.3858,40.5608,208.9552,94.742,817.278,38.835,121.9529,157.8947,4.0754,819.963,26.8124,194.9804,211.5942,94.2928,128.0088,52.2217,26.4901,33.3608,196.0104,91.6497,232.2533,166.4122,90.0969,198.1424,100.4983,229.1379,67.1892,503.8419,692.7939,146.1676,117.6471,92.5508,17.2754,36.3446,197.2477,325,90.4523,40.8416,15.3986,130.303,49.0263,10.6101,24.3605,8.4746,35.8318,53.1936,121.3359,40.0438,1463.9856,31.3825,121.4596,4390.9171,33.4967,37.8675,322.9253,5.3061,185.6236,139.0821,38.4868,36.556,176.7627,96.788,204.7609,26.6094,5.5419,1337.3217,77.3286,8.0808,1033.7918,186.2963,7.4418,6.115,53.4521,47.0356,33.3824,416.755,298.3842,20.0445,101.5228,11.4691,395.2569,133.2257,587.8578,254.2451,353.4698,39.689,25.9107
CD8A,395.7102,626.7516,221.9599,751.8284,216.9249,72.8911,296.4673,34.3131,339.1003,213.7733,197.9015,268.5644,210.5263,141.6361,779.1209,182.7707,68.6813,569.1318,899.5757,313.1002,277.3165,178.7281,567.7019,96.5594,288.4615,267.1756,145.6401,268.4835,65.9694,605.8158,265.7253,325.2595,155.1541,116.9591,49.7247,983.2962,880.1822,149.4607,702.0668,1439.4904,491.4237,383.8174,16.8971,317.8453,513.7006,60.9162,435.7792,148.2453,75.2249,66.6667,857.3784,42.1166,223.2068,210.8819,111.0644,328.3863,411.4964,84.1213,96.5131,112.9518,132.1555,355.5957,82.7803,163.6569,216.5414,172.6281,341.8418,2225.724,279.4397,14.9103,652.7299,446.0541,148.8623,137.9118,68.1223,78.7089,58.0679,617.1842,68.1022,951.4925,294.0541,390.8125,11.3269,120.0981,179.4258,18.8487,462.4769,102.2613,175.1098,245.4106,63.2754,68.9278,241.869,25.3863,62.7183,192.5412,42.7699,211.1394,77.0992,98.2137,139.3189,33.2226,128.2674,38.1757,117.4533,146.6498,189.8396,113.0031,47.4041,22.674,57.9243,309.633,25,45.2261,85.396,62.5,151.5152,80.5433,19.8939,36.5408,38.9831,45.6041,106.3873,201.0009,188.1007,703.4814,26.7176,27.7013,674.4449,141.7484,290.4833,118.7225,5.7143,83.3412,124.2466,26.3158,31.746,79.4439,152.8908,107.4363,37.3391,95.4433,174.4133,27.6801,36.8126,111.1223,23.3454,22.3254,66.8569,88.1324,22.5296,39.2734,227.4655,447.0903,14.4766,60.2254,97.2146,379.4466,58.1348,326.5306,62.414,56.3155,22.9133,8.7491
CD8B,114.8413,162.8917,46.0449,182.3501,119.1895,13.923,70.3641,12.1105,76.6189,219.5122,32.7393,105.198,149.9875,57.0818,260.1758,52.3865,21.978,205.7878,343.8303,77.5994,122.2073,37.2807,193.6541,123.1964,165.7692,53.4351,90.9091,166.5405,87.2498,192.2456,74.4544,94.2907,31.6472,46.7836,16.9516,246.0356,225.0569,35.4391,239.2136,554.1295,89.0223,70.5394,6.6564,86.8997,223.2312,4.386,80.0948,32.3603,21.668,330.4965,182.7818,7.5594,69.6203,60.4552,36.6008,54.6443,359.9453,14.6937,113.9477,111.4458,69.258,73.556,16.646,161.3995,53.0204,100.8561,123.5369,586.8825,387.405,0.806,85.6543,81.9672,36.342,95.4774,29.6943,215.1755,7.8634,156.9545,36.5548,208.126,78.6241,112.4443,3.2362,32.9227,111.244,6.1131,177.8189,20.577,57.956,228.5024,79.1563,75.4923,189.6473,258.2781,40.033,176.7389,34.6232,103.2237,33.5878,90.0076,70.5882,93.0233,30.6472,35.1216,42.8101,68.268,70.41,219.4737,37.246,58.3046,397.1787,74.3119,0,70.3518,25.6436,260.8696,27.2727,25.6805,10.6101,133.9829,25.4237,27.1453,262.6395,65.3662,54.7968,198.6795,68.2782,10.6544,454.6481,122.1405,144.4943,33.2423,7.7551,20.4565,79.2768,138.1579,14.43,135.0546,126.3383,14.3248,12.0172,86.2069,53.8426,54.4815,87.991,43.1485,52.2937,21.3547,22.0139,15.272,69.5652,11.1275,40.8271,166.2009,55.1225,133.8725,47.515,85.639,5.652,60.5827,19.2749,9.5856,76.9231,1.0095
CDH5,945.6358,527.3885,548.9965,411.5066,269.3683,231.7772,106.9534,476.8513,370.2422,1290.77,292.6988,375,347.1178,277.1673,263.7363,676.3679,329.6703,553.0547,527.2984,440.5023,590.6684,435.307,272.2003,327.414,527.1493,268.2661,395.1763,614.6858,189.396,489.4992,632.8626,526.8166,402.763,409.3567,516.4586,500,912.0729,291.2173,281.7025,238.8535,264.1509,432.5726,197.6446,525.1767,955.4563,420.5653,259.7813,536.5694,462.7964,262.8842,200.6831,437.365,681.8565,586.771,536.3904,429.8686,288.3212,631.0933,575.3425,492.4699,442.4028,1402.0758,502.0808,696.3883,417.7217,472.8509,442.2507,1063.8842,622.9657,343.3407,781.431,1702.2493,386.4829,2171.971,138.8646,261.0419,137.9112,190.5572,347.0205,827.1144,664.7666,126.4998,493.5275,531.3994,679.4258,590.9322,1831.4233,3042.8967,940.1284,78.744,466.5012,540.4814,414.109,220.7506,499.0776,478.7511,458.2485,242.8103,403.8168,606.3275,387.6161,372.9236,559.1462,212.2567,399.5609,121.3654,574.8663,434.9845,195.2596,356.3061,252.1409,413.9908,1300,414.5729,803.2178,2884.9638,333.3333,310.5001,408.4881,179.0499,147.4576,268.1955,212.7745,646.7164,925.7503,2270.108,145.8863,274.1721,1075.9001,203.8399,362.2322,574.6171,186.9388,260.2519,678.7204,721.3816,269.8413,244.29,381.1563,1024.2258,491.4163,118.8424,595.0299,257.4692,384.2873,539.0613,232.987,151.4243,179.7799,209.3541,293.6759,891.5071,479.3213,317.8229,198.7751,565.4306,68.8149,217.3913,985.4663,1158.2595,561.7256,498.8517,258.1833,297.8043
CEACAM3,0.6562,44.586,18.8902,7.8011,36.9487,4.914,35.6511,6.5599,12.3579,208.5127,1.4659,69.3069,68.9223,41.514,220.8791,186.2631,9.3407,35.3698,209.3352,30.1132,45.436,12.0614,26.4786,41.0655,123.3032,73.0643,27.8293,82.7656,25.5365,48.4653,52.6316,102.0761,72.2635,35.0877,16.9516,14.4766,26.8793,4.6225,14.596,167.7282,20.5832,1.556,38.4025,11.3347,18.8267,27.2904,5.2694,17.0548,13.0826,0.9456,0.9422,2.1598,8.0169,17.7809,15.9865,10.4084,0.9124,1.4694,31.7559,54.2169,14.841,15.7942,33.2921,6.772,9.4148,20.1712,16.9229,64.3101,32.9092,10.0746,4.3925,17.5372,6.29,10.0503,3.4934,14.1563,12.0975,21.2675,15.0225,3.7313,9.828,14.0555,156.9579,4.1733,50.2392,6.1131,38.817,12.4709,13.661,2.4155,45.9057,259.2998,9.1617,50.7726,261.5487,137.9011,342.1589,193.5444,84.7328,44.6426,7.4303,245.8472,89.6626,138.1959,211.8551,360.3034,458.1105,44.8916,59.8194,90.6961,105.6266,65.367,25,76.6332,97.7723,78.8043,12.1212,59.532,51.7241,237.5152,69.4915,38.0034,89.462,11.8476,2.1076,4.8019,0.8482,4.972,9.0327,3.268,4.4843,8.0731,4.0816,1.5153,3.2452,10.8553,1.924,303.8729,1.7131,34.5481,3.8627,1.2315,19.7883,2.1968,0.8979,12.4126,27.5476,1.6178,0,0.6363,0,1.3091,4.2418,7.2895,1.6704,3.0973,1.6384,67.1937,2.4223,5.6475,5.966,3.994,1.6367,1.346
CLEC10A,74.1546,104.4586,103.8961,278.8883,32.1812,7.371,15.9492,12.6151,58.8235,88.9527,7.8183,42.0792,35.0877,54.9451,45.0549,108.2654,36.2637,93.2476,119.9434,135.5095,231.8804,57.0175,88.9682,37.7358,98.4163,71.9738,20.4082,105.9803,14.8963,187.399,107.8306,243.9446,8.5016,93.5673,10.171,93.5412,82.4601,53.9291,37.9496,22.293,104.6312,127.0747,6.6564,56.6737,103.547,5.3606,65.3405,87.0231,8.5854,2.8369,27.7941,24.838,125.3165,46.9417,14.7244,59.3281,28.2847,43.7137,16.1893,3.012,3.5336,123.1949,13.9467,18.623,34.1907,30.4914,32.7175,339.0119,39.8375,3.2239,91.3646,259.6264,40.5353,88.7772,12.2271,4.53,10.2829,1.7014,8.012,294.7761,56.6093,46.2804,16.1812,117.7796,131.5789,3.566,71.719,36.1656,68.7192,28.9855,68.2382,100.6565,27.027,69.5364,21.3509,102.3417,42.7699,52.7848,45.0382,94.967,48.9164,119.6013,49.8126,18.3243,104.281,40.4551,122.1034,30.9598,60.9481,14.0363,12.4935,197.2477,0,12.5628,30.9406,38.0435,27.2727,9.3383,3.9788,15.8343,8.4746,7.6007,10.4775,22.0611,85.8835,459.7839,2.1204,19.533,122.9457,2.451,2.4913,41.3154,4.898,3.4094,27.8164,18.75,9.62,22.8401,74.9465,143.6697,27.897,16.6256,58.9047,0.8787,2.2447,18.3234,0.4669,21.6783,6.5226,2.2272,1.581,43.8553,40.2969,97.1935,1.6704,34.4145,0,40.1845,12.5151,108.3301,12.391,20.7688,6.9558,20.1901
CLEC14A,351.7424,210.1911,192.4439,229.1565,96.5435,46.683,41.7493,108.49,146.8117,457.6758,161.7417,147.2772,134.0852,105.0061,113.1868,273.5739,150,112.5402,162.942,116.9783,238.1475,196.2719,126.0383,128.7458,240.9502,125.4089,157.6994,229.1194,57.4572,247.1729,299.1014,232.699,127.5239,146.1988,203.4191,200.4454,419.59,95.5316,122.6063,139.0658,138.0789,160.7884,66.0522,232.8346,477.392,147.6608,113.2921,156.1168,76.0425,123.8771,121.5405,134.4492,210.9705,187.7667,135.8856,164.9738,127.281,157.5896,219.8007,111.4458,192.2261,337.9964,147.1151,275.9594,101.0857,168.8753,159.639,401.1925,368.9297,138.6258,258.72,593.2139,180.3121,943.0486,65.5022,88.3352,65.3264,52.3182,92.639,374.3781,174.1523,44.5663,92.233,245.7606,285.8852,145.1859,507.2089,1054.4136,299.3011,39.6135,162.531,226.477,139.2579,100.4415,88.0725,207.2853,132.3829,163.0465,148.0916,168.8301,150.4644,130.3987,198.005,58.7905,173.4358,65.7396,186.2745,171.8266,143.3409,182.4719,127.2062,224.7706,200,133.1658,315.5941,829.7101,109.0909,115.5621,59.6817,57.2473,72.8814,160.7001,86.2382,172.4032,295.5867,654.8619,77.1841,66.057,489.7754,63.317,148.4803,282.0848,50.6122,141.3013,258.229,235.8553,153.4392,103.2771,159.3148,342.5321,205.5794,51.7241,258.6286,89.6309,130.6397,254.7537,129.3335,64.0641,63.5956,88.4505,71.5415,405.8256,173.913,143.8464,109.1314,211.3052,58.9842,94.8617,244.6508,369.6573,167.967,183.325,97.7905,118.7852
CLIC2,337.9614,143.949,125.1476,578.7421,264.6007,39.312,45.033,144.8215,193.2773,135.8202,116.7863,89.1089,76.4411,45.177,130.7692,128.0559,82.4176,51.4469,144.8373,79.5298,75.2045,65.7895,157.8127,100.9989,136.8778,164.6674,75.1391,146.3538,223.4447,392.5687,356.8678,284.6021,113.7088,78.9474,89.2784,170.3786,229.6128,98.6133,46.7071,125.2654,94.3396,110.9959,123.3999,236.1406,214.4902,232.4561,127.5194,166.1747,36.7948,29.7872,275.1148,58.8553,145.9916,851.707,97.1813,235.7512,378.6496,63.1828,204.8568,16.5663,58.6572,247.7437,84.13,88.0361,176.4044,45.5025,136.5111,386.2862,125.286,50.3728,104.103,368.6618,58.7063,302.0659,66.3755,49.8301,42.946,85.0702,46.5699,201.4925,93.9558,93.5893,19.4175,231.8497,247.6077,28.0183,223.6599,284.3363,182.1473,110.1449,54.5906,133.4792,102.6111,89.404,12.0099,173.4605,16.2933,113.7807,64.8855,104.7072,68.1115,73.9203,80.9454,53.4459,98.7925,131.4791,234.4029,95.9752,101.5801,84.2178,55.6527,237.3853,0,30.1508,133.6634,216.4855,39.3939,31.5169,6.6313,19.4884,8.4746,42.3467,65.2831,166.6837,181.7779,487.9952,22.4767,39.066,352.277,24.5098,85.7,136.7684,22.0408,41.6706,126.1011,99.3421,59.6441,35.7498,116.9165,262.4816,73.8197,76.3547,173.4929,25.4833,30.9764,64.4273,40.621,44.0037,32.6131,28.9532,30.83,117.8203,94.9099,138.9868,22.2717,92.5751,16.9306,81.6864,100.9285,212.5529,105.553,99.0514,36.8249,65.6179
COL1A1,177205.3214,63087.8981,29369.5396,22853.2423,33305.1251,25923.0139,8774.8678,73613.7252,21131.9822,448862.2669,28372.7243,33514.8515,21847.1178,11280.8303,45479.1209,116254.9476,8734.6154,60868.1672,34209.901,22113.909,200457.4938,31946.2719,28396.7452,53295.2275,76273.7557,25712.1047,28953.6178,53967.1966,2787.7382,34184.168,51853.6585,61003.4602,71648.2465,38391.8129,45373.7685,39317.3719,135988.6105,8563.9445,55996.0299,52341.8259,37257.2899,46594.3983,25774.1935,91183.8083,167443.5492,60030.2144,61197.2072,102881.8192,21787.408,24278.0142,53917.3242,56638.2289,67340.0844,139874.4666,71198.1489,45189.284,13197.5365,23343.1046,28184.3088,9301.2048,23076.3251,211215.2527,20192.5543,110094.8081,41741.4486,116435.3231,103354.6749,110466.3543,76875.3563,43430.9893,190224.6449,500072.8174,38291.8575,289945.282,11729.2576,20859.0034,11622.6495,11353.892,65509.7646,26018.2421,34900.4423,5498.1145,19491.9094,45492.1473,59093.3014,9936.8314,48797.7819,394775.9449,70301.816,1097.1014,39119.1067,57059.081,38661.0169,17838.8521,26220.2547,27300.0867,27240.3259,7516.5612,20732.0611,17246.6483,15518.8854,25363.7874,105200.4334,13518.7652,11104.281,1556.2579,66142.6025,21791.0217,5081.2641,32833.0652,18995.7522,15603.211,36775,36562.8141,157794.5545,31496.3768,22600,24815.4947,12644.5623,11827.0402,12471.1864,14362.0313,12137.0139,84345.6235,171154.7378,202112.8691,1750.6361,32374.6781,57252.0386,12265.1144,41531.6393,63393.5652,3963.6735,61665.3092,67712.5637,128070.3947,25611.3516,37112.2145,20155.4604,112718.3484,35197.8541,7089.9015,173830.6489,24153.3392,12595.7351,132195.9062,75119.4117,43215.1463,7172.4419,22043.5889,13641.8972,270077.565,18876.9883,13894.302,91739.4209,41437.1505,10494.2654,3564.5586,16815.9063,60876.3958,50645.2501,27680.8787,8449.6727,23736.1824
COL3A1,113875.9419,39806.3694,17012.987,20992.1989,31889.1538,19054.0541,5637.0997,32727.1351,14408.7988,322415.5906,22825.1296,25214.1089,14203.0075,7202.6862,26505.4945,69376.0186,9165.9341,20202.5723,27503.2532,15965.4084,86178.0466,19809.2105,18028.7717,39203.1077,49066.7421,23964.0131,25987.9406,51565.9854,18437.377,40757.6737,62141.2067,41915.2249,35087.1413,20754.386,34580.1231,23741.6481,72844.6469,5701.0786,17484.5283,19372.6115,19959.6913,34347.5104,13917.5627,42156.7667,107068.931,30194.9318,49943.354,60152.181,15921.5045,16982.9787,35708.3971,28811.0151,36628.27,78655.0498,41448.048,28724.6929,8487.2263,24957.9394,15714.8194,7072.2892,11888.3392,142826.2635,16399.5051,48325.6208,22240.3362,55313.2403,79164.5748,79708.6882,55532.8623,26928.0677,91816.1682,377643.1567,22806.6834,193890.0056,5214.8472,12849.3771,7122.3886,4854.1046,30407.6114,16048.0929,15740.1474,4543.7093,6733.0097,39466.8385,46171.0526,9422.8222,37642.1442,239538.9513,51837.8765,2740.5797,22786.6005,52757.1116,32296.3811,18758.2781,13571.1736,26451.8647,11020.3666,10002.1407,16883.9695,14144.3944,13053.2508,27482.5581,58281.9641,13238.5559,12133.9188,2647.2819,46240.6417,16173.3746,6430.0226,26397.9615,15765.6225,16479.3578,5875,19146.9849,96798.2673,28776.2681,13069.697,13814.9198,4675.0663,8549.3301,9093.2203,12745.2577,12229.6998,53051.1694,101574.3551,122655.4622,3170.0594,27395.8981,39915.1926,5106.6176,17922.7703,53616.5262,1889.7959,36536.4144,48605.9342,75757.8947,21374.2184,22076.4647,27598.2869,79879.0815,24451.9313,14653.3251,114019.6871,16145.8699,12089.7868,97166.973,27549.9008,22921.0498,2702.8129,8575.5647,8266.7984,153402.7164,17594.3796,10747.1753,40280.6236,33560.3545,5601.8569,3567.1937,13482.0347,40368.1171,37162.0009,19841.0384,5222.1768,24852.0232
COL6A1,8078.9189,7571.9745,4293.9787,4373.4764,5706.7938,2530.7125,1360.3719,9548.6313,5160.6525,32442.8503,4482.3471,12730.198,4690.4762,2315.0183,7130.7692,10959.2549,1759.8901,12254.0193,4225.1768,6172.8228,85056.2467,5301.5351,4332.9635,5524.9723,11569.0045,10162.4864,3460.1113,7010.8504,225.5727,4208.4006,7590.5006,11250.8651,7724.7609,4368.4211,4054.8215,5710.4677,9817.7677,1268.1048,9322.4545,5391.7197,3770.1544,5776.971,2696.8766,6320.5396,8816.2865,4044.347,13810.0382,8937.1379,4620.6051,2691.7258,5743.9642,3525.378,6249.789,10918.2077,6646.1927,4500.0891,27517.792,3347.2189,5429.6389,1822.2892,12859.364,15453.9711,4015.7463,6656.8849,4672.7351,10714.2019,7632.2098,10715.5026,7864.7258,3798.106,10094.0331,36905.4518,4090.5684,24083.7521,1336.2445,2426.3873,1389.9999,1448.7452,4995.4932,4058.4577,2705.0614,1320.8776,3742.7184,6489.9354,8242.823,1157.9215,7560.4436,33168.8215,9969.6663,789.372,5394.5409,7429.9781,4592.3042,3474.6137,3657.6782,4164.7875,7329.9389,1943.6551,2809.1603,3642.0233,4552.9412,4245.8472,9272.6118,2655.499,3465.4226,876.1062,9891.2656,2897.8328,1196.3883,4208.7306,2793.994,5013.7615,10450,3997.4874,15622.5248,6612.3188,2687.8788,3159.8638,1692.3077,1831.9123,2298.3051,3090.2201,2831.352,9816.362,13203.4016,15315.1261,360.0509,2946.6394,13935.0144,2584.9673,5610.3637,7339.4278,777.9592,2466.1426,7109.4112,8548.0263,2287.1573,3784.5084,2561.0278,12087.6343,5000,924.8768,10927.7497,2319.8594,1733.7823,8337.1261,4599.5097,2910.7122,1196.0864,2438.7528,1683.3992,13294.0599,3967.6564,2509.0511,5685.412,5531.1021,1226.6521,1048.0896,3903.916,7513.2846,5485.0849,4236.4453,2023.3224,4297.1313
COL6A2,10883.0145,9975.7962,6334.1204,6555.8264,5758.0453,2456.1835,1670.912,11663.9334,6038.5566,46460.067,5240.7252,6164.604,5134.0852,3330.8913,6415.3846,16968.5681,2079.6703,17257.2347,5242.4328,3797.7396,49702.3157,6857.4561,6262.7263,6971.1432,14503.3937,5929.1167,4576.0668,8957.8602,153.2192,5432.9564,9738.1258,14589.9654,9904.3571,6327.4854,6634.8542,7150.3341,15145.7859,1946.0709,14369.7454,8797.2399,7426.2436,7428.9419,4048.6431,9941.0475,16067.9376,6556.5302,14253.7215,10172.5156,4219.9509,4277.5414,8553.0562,4910.9071,11007.173,13878.3784,8747.581,4486.0377,2256.8431,3958.843,5318.8045,3311.747,3479.1519,22243.6823,4031.4925,9791.7607,4360.5587,14870.8807,10893.245,15229.1312,11692.0101,5829.9416,17433.0716,50672.5124,5856.6484,32691.2339,2005.2402,2483.0125,1853.3332,2153.5517,7249.3741,5061.7745,4199.312,1531.3678,11652.1036,9690.388,12775.1196,1636.7804,12312.0148,45657.169,10358.7991,936.715,6034.7395,9392.779,5233.6235,4356.5121,6694.8454,5383.3478,11219.9593,2751.8497,3645.0382,4191.5329,4413.0031,5578.0731,13963.7115,3299.9042,4852.9089,1080.9102,11485.7398,4376.161,1658.0135,5135.1264,4327.2835,5920.8716,35350,6339.196,22799.505,9925.7246,4048.4848,4296.8077,2870.0265,2209.5006,2922.0339,3982.7573,3447.1086,10173.016,23438.2903,22413.5654,420.2714,3619.2844,14882.4489,2354.1667,7456.9008,9341.0899,875.5102,4085.6142,10409.8285,14355.9211,4333.8143,7212.5124,3022.6981,15095.85,6828.3262,1152.7094,15834.7906,2887.0826,2218.6308,14405.1116,6591.3389,3443.933,1218.1003,2989.8186,2050.1976,21932.9079,4583.7752,3347.8314,9374.1648,6905.6182,1557.0726,1693.0171,4639.887,10555.7695,6496.5581,4947.7783,1867.0213,6380.4156
